"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Indonesia","IDN","Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","RQ.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.8043479919434","","21.7391300201416","","25.543478012085","","14.0540542602539","12.972972869873","15.4228858947754","20.5882358551025","23.0392150878906","23.7864074707031","27.6699028015137","29.1866035461426","26.3157901763916","29.3838863372803","31.7535552978516","36.0189590454102","40.8653831481934","34.761905670166","40","40","39.0476188659668","42.8571434020996","47.1428565979004","50.9523811340332","47.6415100097656","51.4150924682617","",
"Indonesia","IDN","Rule of Law: Standard Error","RL.STD.ERR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.194236099720001","","0.197575494647026","","0.162370502948761","","0.175007000565529","0.17511297762394","0.166273534297943","0.158574551343918","0.149660438299179","0.152340069413185","0.149613425135612","0.149009719491005","0.148878917098045","0.136763364076614","0.14354345202446","0.144844949245453","0.157773181796074","0.154340818524361","0.167846277356148","0.157458409667015","0.152332603931427","0.155153140425682","0.14912511408329","0.155685052275658","0.162571936845779","0.162205308675766","",
"Indonesia","IDN","Rule of Law: Number of Sources","RL.NO.SRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","8","","9","","10","11","12","13","16","16","15","15","15","16","16","15","13","13","12","12","12","12","11","11","11","12","",
"Indonesia","IDN","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval","PV.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.659574508667","","13.297872543335","","8.99470901489258","","17.4603176116943","6.03015089035034","8.25242710113525","16.990291595459","17.3913040161133","20.2898559570312","24.0384616851807","32.2274894714355","29.8578205108643","34.1232223510742","37.9146919250488","40.7582931518555","41.9047622680664","35.238094329834","45.238094329834","39.523811340332","38.6792449951172","42.4528312683105","44.3396224975586","41.5094337463379","41.5094337463379","44.0758285522461","",
"Indonesia","IDN","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.13137912750244","","-1.73167061805725","","-1.99520063400269","","-1.58324420452118","-2.09539484977722","-1.90860557556152","-1.5181759595871","-1.41766691207886","-1.19806575775146","-1.05679154396057","-0.751153647899628","-0.853916168212891","-0.770114183425903","-0.593262791633606","-0.51926463842392","-0.416824042797089","-0.619956314563751","-0.379699736833572","-0.504938721656799","-0.552034020423889","-0.502143025398254","-0.462311387062073","-0.531449198722839","-0.553894221782684","-0.404375314712524","",
"Indonesia","IDN","Coverage of social insurance programs in 2nd quintile (% of population)","per_si_allsi.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.91739695434117","3.13064598599572","3.72072663684285","4.61683825510389","4.84355059365772","5.40965213978951","5.6369647136702","4.89054276206049","4.74452322284167","","",
"Indonesia","IDN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Coverage of social safety net programs in 2nd quintile (% of population)","per_sa_allsa.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.4305297627485","","69.0018072902087","71.1478016611602","","74.8950818892562","65.9243037504385","63.8358514063478","55.9152603735579","57.2659796631364","41.5897259949407","35.6754041426631","53.3165744324023","64.2828758173152","","",
"Indonesia","IDN","Adolescents out of school, female (% of female lower secondary school age)","SE.SEC.UNER.LO.FE.ZS","","","","","","","","","","","","","66.9138717651367","","65.6538391113281","65.8533706665039","64.2056884765625","","60.8956184387207","","","","","","","","","","","","","","","","","36.2612686157227","","","","","","27.0151100158691","26.2514095306396","20.7245903015137","18.5856800079346","20.652379989624","22.6423091888428","14.8138599395752","19.3123607635498","17.5003395080566","16.7284908294678","15.4424800872803","12.8887901306152","11.2118701934815","8.38269996643066","","","","9.31803035736084","","","3.54958865938532","2.91105558114032","2.23229979661492","",
"Indonesia","IDN","Trained teachers in secondary education (% of total teachers)","SE.SEC.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3049187441556","37.1861171027259","36.6715916242986",
